,daily_return
2005-11-30,0.029370836403648785
2005-12-01,0.027213371334843695
2005-12-02,0.005891585055059757
2005-12-05,-0.013650236364526988
2005-12-06,-0.002298084424946511
2005-12-07,-0.0012803991424517572
2005-12-08,-0.004551922675514074
2005-12-09,0.012056721791435849
2005-12-12,-0.0011048406630752388
2005-12-13,-9.047333365814466e-05
2005-12-14,-0.013141415717906472
2005-12-15,-0.0019489884894854155
2005-12-16,-0.009339972726752306
2005-12-19,-0.02001112504934497
2005-12-20,0.007480040613386426
2005-12-21,0.007028507296251137
2005-12-22,0.018729488653115706
2005-12-23,0.004782458842005642
2005-12-27,-0.01096689070098874
2005-12-28,0.002248299403683351
2005-12-29,-0.004115141715048121
2005-12-30,-0.00762251637156802
2006-01-03,0.018345265162059258
2006-01-04,0.017717448835230222
2006-01-05,0.015903826036108574
2006-01-06,0.02213509725736049
2006-01-09,0.004330081204695976
2006-01-10,0.011057508433397503
2006-01-11,0.03921939002488757
2006-01-12,-0.004134999773252202
2006-01-13,-0.008943349886387028
2006-01-17,-0.00536222300515775
2006-01-18,0.006751329750340592
2006-01-19,0.025009145302411887
2006-01-20,-0.024599086601984513
2006-01-23,0.00351223327452495
2006-01-24,0.024298207891242575
2006-01-25,-0.004938646979137212
2006-01-26,0.03187443980179359
2006-01-27,-0.008362603459594912
2006-01-30,-0.005373136883185477
2006-01-31,0.003836914411714749
2006-02-01,0.018510309888010376
2006-02-02,-0.01581206703350175
2006-02-03,-0.00444855960718119
2006-02-06,0.005488780067005647
2006-02-07,-0.016945018363956618
2006-02-08,0.026551901667315927
2006-02-09,0.012064943571485496
2006-02-10,-0.0003963550323797822
2006-02-13,-0.006410108829712451
2006-02-14,0.012326922954121253
2006-02-15,0.012266229939422673
2006-02-16,0.019215942372733354
2006-02-17,0.0022983613168882956
2006-02-21,-0.011423293523674773
2006-02-22,0.017560248269650688
2006-02-23,0.003040344179889743
2006-02-24,0.0011784072583561464
2006-02-27,0.007519205165189413
2006-02-28,-0.0012862124116076804
2006-03-01,0.02678024023246712
2006-03-02,0.004249456645711099
2006-03-03,-0.003397726875955951
2006-03-06,-0.013235984127714782
2006-03-07,-0.01043328983119991
2006-03-08,0.011020908566715365
2006-03-09,-0.0047822202026640125
2006-03-10,0.003566705022794347
2006-03-13,0.002727795304384463
2006-03-14,0.01795638808101475
2006-03-15,0.011729555752665244
2006-03-16,-0.005890341158818686
2006-03-17,0.0037192728984349697
2006-03-20,-0.0009752559779388846
2006-03-21,-0.020271910948041833
2006-03-22,0.010352560432319469
2006-03-23,0.005807248274612801
2006-03-24,0.012717638349527056
2006-03-27,0.0006738438793150208
2006-03-28,-0.00671302176123653
2006-03-29,0.01578881125669692
2006-03-30,0.001811736737229983
2006-03-31,-0.0020613352560035388
2006-04-03,0.0024092253404065164
2006-04-04,0.0017239691144551694
2006-04-05,0.01590011129327256
2006-04-06,-0.002631773864871337
2006-04-07,-0.0018708907773115724
2006-04-10,-0.004684467674116731
2006-04-11,-0.014750143408569283
2006-04-12,0.006030242666884064
2006-04-13,0.009797194280432919
2006-04-17,-0.011730381996291216
2006-04-18,0.02363479297023125
2006-04-19,0.019804075326953312
2006-04-20,0.002887274605209933
2006-04-21,-0.03222076409947065
2006-04-24,-0.010134156569860551
2006-04-25,0.008052026513995553
2006-04-26,0.015153877457235499
2006-04-27,0.016140961428888524
2006-04-28,-0.009028768747955232
2006-05-01,-0.009455269126171676
2006-05-02,0.007629708901709621
2006-05-03,0.010933234563396949
2006-05-04,0.017359147613992158
2006-05-05,0.0056984145715340264
2006-05-08,-0.00287783986776919
2006-05-09,-0.011084064679224724
2006-05-10,-0.021364807338611628
2006-05-11,-0.029540823267841604
2006-05-12,-0.020157456300982382
2006-05-15,-0.001965036419440022
2006-05-16,-0.006799011513583518
2006-05-17,-0.019579347744117466
2006-05-18,-0.016019774220333606
2006-05-19,0.01939726023437989
2006-05-22,-0.015943435615625858
2006-05-23,-0.017252023458646532
2006-05-24,0.004700889710402552
2006-05-25,0.020034507906983936
2006-05-26,0.0017510029393102984
2006-05-30,-0.01979317970095423
2006-05-31,0.013014440631548378
2006-06-01,0.024857699094594607
2006-06-02,-0.009160169465321711
2006-06-05,-0.023384060891828793
2006-06-06,-0.004356076729782414
2006-06-07,-0.005622019041216332
2006-06-08,-0.012441259976718987
2006-06-09,0.004670628117373813
2006-06-12,-0.022376555509408952
2006-06-13,-0.014032855115227292
2006-06-14,0.00350258851332249
2006-06-15,0.047885412145188405
2006-06-16,-0.015012697032913929
2006-06-19,-0.005678263523365652
2006-06-20,-0.006312493634341279
2006-06-21,0.026307707262170986
2006-06-22,-0.0030880645972919847
2006-06-23,-0.0010368600537787073
2006-06-26,0.0048257797302860145
2006-06-27,-0.01691962885203606
2006-06-28,0.00212556203419676
2006-06-29,0.030334619149045398
2006-06-30,0.01024217714319342
2006-07-03,0.003460514345858966
2006-07-05,-0.015350068324435261
2006-07-06,0.0034369899412487297
2006-07-07,-0.0206901494306647
2006-07-10,-0.03198717433878374
2006-07-11,0.0233668143219388
2006-07-12,-0.022874559711323413
2006-07-13,-0.010659247984915934
2006-07-14,-0.004820722262238201
2006-07-17,-0.012400100495413261
2006-07-18,-0.01028158867096132
2006-07-19,0.03354855670086271
2006-07-20,-0.02790646088687353
2006-07-21,-0.047268408148252325
2006-07-24,0.031587010946600234
2006-07-25,0.014991505526987576
2006-07-26,0.0024247529243659853
2006-07-27,-0.007231932351601324
2006-07-28,0.024272533062766947
2006-07-31,0.006851661887358989
2006-08-01,-0.031173414342255575
