,AAPL,ACN,ADBE,ADI,ADSK,AKAM,AMAT,AMD,AMKR,AMZN,ANET,ANSS,AVGO,AZPN,BAH,CACI,CCMP,CDNS,CEVA,CIEN,CLDR,CRAY,CRM,CRUS,CSCO,CTSH,CTXS,CY,DLB,EBAY,EFII,ENTG,EPAM,EXTR,FB,FLIR,FNSR,FTNT,GLW,GOOGL,GWRE,HPQ,IBM,IDCC,IDTI,ILMN,INFN,INTC,INTU,IPGP,IT,ITRI,JNPR,KODK,LDOS,LRCX,LSCC,MCHP,MITL,MLNX,MRVL,MSFT,MSI,MSTR,MTSC,MU,MXIM,MXL,NATI,NCR,NFLX,NSIT,NTAP,NUAN,NVDA,ON,ORCL,PDFS,PI,PLAB,PTC,PYPL,QCOM,RHT,RMBS,SAIC,SLAB,SNPS,SPWR,STX,SWKS,SYMC,TDC,TEL,TER,TXN,UIS,V,VECO,VMW,VRSN,VSAT,XLNX,XRX
2005-11-30,0.010911843368597792,0.0143677546715255,0.011424972087516501,0.013147760360747966,0.011424972087516501,,0.01357050969600481,0.015347467820758841,0.015453438109692831,0.012697549048963008,,,,0.01636482538259944,,0.01699939018890467,,0.013147760360747966,0.09555035382243296,0.011424972087516501,,0.04422317281667515,0.008995000963792625,0.011424972087516501,0.01127545375280144,,0.012697549048963008,0.011424972087516501,0.01357050969600481,0.010911843368597792,0.0143677546715255,,,,,0.010911843368597792,0.015453438109692831,,0.010911843368597792,0.011424972087516501,,0.01666171292343151,0.012998424589009334,0.010911843368597792,0.020499000261412652,0.006058111855968526,,0.012697549048963008,0.006058111855968526,,,0.012998424589009334,0.013147760360747966,,,0.012998424589009334,0.09527033086788708,0.012697549048963008,,,,0.01127545375280144,0.014677358022326049,0.01127545375280144,0.01357050969600481,0.017578345369299274,0.008995000963792625,,0.013147760360747966,0.017578345369299274,,0.020499000261412652,,0.014677358022326049,0.01127545375280144,0.10351481988062786,0.01127545375280144,0.012972810255259188,,0.0143677546715255,0.010911843368597792,,0.011424972087516501,0.009575758295092794,,,,0.0105669276475134,,0.017578345369299274,,0.011424972087516501,,,0.009575758295092794,0.01127545375280144,0.08670393763378689,,0.014677358022326049,,0.012972810255259188,,0.01357050969600481,0.019709634323021474
2005-12-30,0.013831700596328137,0.014312399979379541,0.013831700596328137,0.013832047961122695,0.013831700596328137,,0.013832047961122695,0.014312399979379541,0.013926793767250485,0.011385308803295397,,,,0.013926793767250485,,0.02138677762840513,,0.013926793767250485,0.08905310404265418,0.013926793767250485,,0.041834550427612596,0.011385308803295397,0.013831700596328137,0.013831700596328137,,0.013831700596328137,0.013831700596328137,0.013831700596328137,0.013831700596328137,0.014312399979379541,,,,,0.013831700596328137,0.013832047961122695,,0.013831700596328137,0.013831700596328137,,0.02138677762840513,0.013832047961122695,0.013831700596328137,0.014312399979379541,0.008916050717375265,,0.013831700596328137,0.008916050717375265,,,0.013832047961122695,0.013926793767250485,,,0.013832047961122695,0.07854007272728972,0.013831700596328137,,,,0.013831700596328137,0.013926793767250485,0.013831700596328137,0.013832047961122695,0.01557119536921496,0.013831700596328137,,0.013832047961122695,0.02138677762840513,,0.02238552943857433,,0.013926793767250485,0.013831700596328137,0.12342052779460849,0.013831700596328137,0.013832047961122695,,0.017171040046959133,0.013831700596328137,,0.013831700596328137,0.013831700596328137,,,,0.008916050717375265,,0.022051072868111855,,0.011385308803295397,,,0.005712725677631149,0.013831700596328137,0.13413239125068824,,0.02138677762840513,,0.013832047961122695,,0.013832047961122695,0.022051072868111855
2006-01-31,0.01580461984256529,0.017124222724013816,0.01580461984256529,0.01580461984256529,0.015645544496776787,,0.015850209914559318,0.016154792551397772,0.023933710326537593,0.017124222724013816,,,,0.017215220819940667,,0.017221075176266507,,0.015645544496776787,0.019775230396348018,0.01166583029442202,,0.043739594648349575,0.015438784789319333,0.015850209914559318,0.015414265532005183,,0.01528105505662412,0.01580461984256529,0.01580461984256529,0.015645544496776787,0.01580461984256529,,,,,0.015645544496776787,0.015850209914559318,,0.015538266688987943,0.01580461984256529,,0.017215220819940667,0.016707868134353227,0.015538266688987943,0.015438784789319333,0.01528105505662412,,0.015538266688987943,0.01528105505662412,,,0.015538266688987943,0.016707868134353227,,,0.015645544496776787,0.08992932468482044,0.01528105505662412,,,,0.015538266688987943,0.015850209914559318,0.015538266688987943,0.015850209914559318,0.017221075176266507,0.015414265532005183,,0.015645544496776787,0.017223745246991377,,0.0195848062864288,,0.016154792551397772,0.015645544496776787,0.10984426365059265,0.01580461984256529,0.015538266688987943,,0.017221075176266507,0.015538266688987943,,0.015645544496776787,0.015538266688987943,,,,0.015645544496776787,,0.017223745246991377,,0.016689435086821344,,,0.016154792551397772,0.01580461984256529,0.06688080613243466,,0.017221075176266507,,0.015645544496776787,,0.01580461984256529,0.019775230396348018
2006-02-28,0.017987348239268244,0.021334323151464035,0.01885922744862173,0.01981155158865957,0.01981155158865957,,0.021225030992951987,0.021334323151464035,0.02323026932960165,0.023400546348407967,,,,0.021862051467554995,,0.018016956797662156,,0.019072311762754084,0.021563541654093365,0.022398230726642463,,0.027691613366634893,0.02004281952187356,0.020433996657619767,0.01791344218712225,,0.018312100122535903,0.021225030992951987,0.01981155158865957,0.020433996657619767,0.020433996657619767,,,,,0.019080492131204916,0.020471325488655448,,0.021225030992951987,0.017962339096761204,,0.019072311762754084,0.016752619018158988,0.01981155158865957,0.019072311762754084,0.01885922744862173,,0.01791344218712225,0.01981155158865957,,,0.020471325488655448,0.020433996657619767,,,0.01885922744862173,0.04296731175166214,0.018848062563511195,,,,0.009922494928363269,0.020471325488655448,0.014853586424539971,0.01981155158865957,0.022398230726642463,0.01885922744862173,,0.018016956797662156,0.021563541654093365,,0.021563541654093365,,0.020471325488655448,0.01981155158865957,0.11675975927337207,0.019072311762754084,0.020471325488655448,,0.022398230726642463,0.01981155158865957,,0.019072311762754084,0.01981155158865957,,,,0.020471325488655448,,0.021334323151464035,,0.021225030992951987,,,0.01981155158865957,0.01885922744862173,0.028514207131909174,,0.021563541654093365,,0.019072311762754084,,0.01791344218712225,0.020433996657619767
2006-03-31,0.021204667297342664,0.023315234782887245,0.021874867138145477,0.021488251420288536,0.021625460562742428,,0.02267848735730919,0.02267848735730919,0.023315234782887245,0.02267848735730919,,,,0.022387157608099034,,0.023134590706756962,,0.02284663263936334,0.02363342918921317,0.022962889271040034,,0.02563251415994282,0.022962889271040034,0.021874867138145477,0.02110742130352747,,0.020800108593829254,0.02284663263936334,0.02194516449069225,0.02194516449069225,0.022290063139006652,,,,,0.021625460562742428,0.02267848735730919,,0.022387157608099034,0.022784619352720067,,0.02307118216337736,0.021204667297342664,0.020800108593829254,0.02267848735730919,0.022784619352720067,,0.02110742130352747,0.021204667297342664,,,0.02267848735730919,0.02267848735730919,,,0.021204667297342664,0.028679436947173655,0.021625460562742428,,,,0.017998383197787435,0.022784619352720067,0.020800108593829254,0.022387157608099034,0.023315234782887245,0.02110742130352747,,0.021204667297342664,0.023134590706756962,,0.023671692653001442,,0.022784619352720067,0.021204667297342664,0.08476537406504682,0.021488251420288536,0.02267848735730919,,0.023315234782887245,0.02296486432794719,,0.02110742130352747,0.02284663263936334,,,,0.023134590706756962,,0.02296486432794719,,0.02307118216337736,,,0.021488251420288536,0.020800108593829254,0.04858899489446737,,0.02367305671164056,,0.022290063139006652,,0.02194516449069225,0.02363342918921317
2006-04-28,0.023422032377076928,0.02497098252298271,0.023912747984012248,0.022934999976517895,0.023912747984012248,,0.023993483815290637,0.023422032377076928,0.028223212667831028,0.02497098252298271,,,,0.02497098252298271,,0.022656242459120166,,0.02401485005138735,0.023993483815290637,0.023912747984012248,,0.024262818456229147,0.024262818456229147,0.023120142956136448,0.023422032377076928,,0.02315992653403591,0.02401485005138735,0.02315992653403591,0.023564792297360297,0.023564792297360297,,,,,0.02315992653403591,0.023912747984012248,,0.023564792297360297,0.023120142956136448,,0.02497098252298271,0.02315992653403591,0.022656242459120166,0.023993483815290637,0.02488312035674383,,0.02315992653403591,0.02315992653403591,,,0.023912747984012248,0.023564792297360297,,,0.023120142956136448,0.023993483815290637,0.022934999976517895,,,,0.023120142956136448,0.023564792297360297,0.023564792297360297,0.023120142956136448,0.023564792297360297,0.022934999976517895,,0.02401485005138735,0.02401485005138735,,0.026438420237090317,,0.023993483815290637,0.02315992653403591,0.08307880920717009,0.023564792297360297,0.02401485005138735,,0.0251241381494502,0.02401485005138735,,0.02315992653403591,0.023993483815290637,,,,0.024262818456229147,,0.023422032377076928,,0.024262818456229147,,,0.023120142956136448,0.023422032377076928,0.02497098252298271,,0.023993483815290637,,0.023912747984012248,,0.023120142956136448,0.0251241381494502
2006-05-31,0.02111359376785772,0.02308164834591535,0.02131056190924834,0.021755952415686463,0.021752337588900314,,0.021957500579257435,0.022181873642635404,0.025994841013994616,0.021783308191757507,,,,0.02318515822181969,,0.02225354398045406,,0.022578381024965292,0.02308164834591535,0.021957500579257435,,0.024300166604850147,0.021957500579257435,0.021755952415686463,0.02111359376785772,,0.02131056190924834,0.021957500579257435,0.020329562234132275,0.021752337588900314,0.021783308191757507,,,,,0.021205943424357675,0.022423805791023124,,0.021752337588900314,0.021752337588900314,,0.02318515822181969,0.020363994812091644,0.02131056190924834,0.023152470535437557,0.022578381024965292,,0.021957500579257435,0.021755952415686463,,,0.021783308191757507,0.022578381024965292,,,0.02131056190924834,0.022817994020131432,0.021205943424357675,,,,0.019760048104359745,0.022578381024965292,0.021783308191757507,0.021783308191757507,0.022538957980144814,0.021205943424357675,,0.02131056190924834,0.022423805791023124,,0.024300166604850147,,0.02308164834591535,0.02131056190924834,0.08910235190397175,0.02131056190924834,0.022690056373311562,,0.02397736701822033,0.02225354398045406,,0.021103345605883988,0.021752337588900314,,,,0.022817994020131432,,0.02225354398045406,,0.023098918228228685,,,0.02225354398045406,0.020329562234132275,0.024300166604850147,,0.023098918228228685,,0.02308164834591535,,0.021783308191757507,0.023596282872964166
2006-06-30,0.017303171235058444,0.017303171235058444,0.01774337223226941,0.017303171235058444,0.017371407992559665,,0.017371407992559665,0.017303171235058444,0.018364576541251308,0.017371407992559665,,,,0.021428945906794814,,0.017371407992559665,,0.017371407992559665,0.0195490520607034,0.01882499164919054,,0.017118963675833706,0.018525990510237796,0.01774337223226941,0.017303171235058444,,0.017118963675833706,0.017371407992559665,0.017118963675833706,0.01774337223226941,0.017303171235058444,,,,,0.016870730168905265,0.018525990510237796,,0.016870730168905265,0.01774337223226941,,0.018364576541251308,0.016614495118831556,0.016870730168905265,0.01882499164919054,0.018525990510237796,,0.017118963675833706,0.01774337223226941,,,0.017371407992559665,0.01774337223226941,,,0.016870730168905265,0.018364576541251308,0.01653313168645837,,,,0.01653313168645837,0.017371407992559665,0.017371407992559665,0.016614495118831556,0.017371407992559665,0.016870730168905265,,0.017303171235058444,0.018364576541251308,,0.017371407992559665,,0.01882499164919054,0.017303171235058444,0.03873783791785492,0.017303171235058444,0.018364576541251308,,0.017303171235058444,0.017303171235058444,,0.017303171235058444,0.016870730168905265,0.01882499164919054,,,0.018364576541251308,,0.018364576541251308,,0.016870730168905265,,,0.01653313168645837,0.016870730168905265,0.019240851872635894,,0.018525990510237796,,0.01774337223226941,,0.017303171235058444,0.017371407992559665
2006-07-31,0.020091941015900575,0.016168391850565463,0.020091941015900575,0.02075836526406629,0.020091941015900575,,0.021832714647103783,0.021832714647103783,0.03592721322179768,0.020091941015900575,,,,0.0309447337643663,,0.020415750441681684,,0.020415750441681684,0.03186489645089043,0.02220649512769511,,0.016168391850565463,0.0309447337643663,0.021832714647103783,0.013730708653460608,,0.020091941015900575,0.027672068210830684,0.02075836526406629,0.021832714647103783,0.027672068210830684,,,,,0.021832714647103783,0.02220649512769511,,0.02075836526406629,0.020091941015900575,,0.02208985335928337,0.017734225603783633,0.021832714647103783,0.028845666395398747,0.021832714647103783,,0.01980939687854103,0.027672068210830684,,,0.021832714647103783,0.027672068210830684,,,0.021832714647103783,0.028845666395398747,0.021832714647103783,,,,0.016716334571938496,0.0309447337643663,0.02075836526406629,0.02220649512769511,0.027672068210830684,0.02075836526406629,,0.02075836526406629,0.02208985335928337,,0.033434002645855845,,0.01980939687854103,0.020415750441681684,0.07070372932828925,0.020091941015900575,0.021832714647103783,,0.03258890966679835,0.02220649512769511,,0.02075836526406629,0.02220649512769511,0.028845666395398747,,,0.02220649512769511,,0.02208985335928337,,0.03186489645089043,,,0.02220649512769511,0.017734225603783633,0.04142244118161978,,0.028845666395398747,,0.02220649512769511,,0.020415750441681684,0.03186489645089043
2006-08-31,0.017394400530749737,0.02367990366304358,0.022071092123104173,0.02192712424903413,0.018584940671727283,,0.022071092123104173,0.022775987651965462,0.026861423802108698,0.022222606445578087,,,,0.022222606445578087,,0.022071092123104173,,0.022222606445578087,0.02756659701160945,0.02453064905409265,,0.03891133609780647,0.02367990366304358,0.02192712424903413,0.018461401700561503,,0.022071092123104173,0.022222606445578087,0.019784860401997128,0.018584940671727283,0.022775987651965462,,,,,0.022775987651965462,0.024350202977947634,,0.022071092123104173,0.015055408285327516,,0.023680491794224198,0.019784860401997128,0.023266300493564228,0.024273654312196778,0.019784860401997128,,0.018584940671727283,0.023731099138321606,,,0.023266300493564228,0.022222606445578087,,,0.019221079872181895,0.022775987651965462,0.02192712424903413,,,,0.016276421984171993,0.024779600254555435,0.019221079872181895,0.023266300493564228,0.022775987651965462,0.02192712424903413,,0.022222606445578087,0.023266300493564228,,0.024779600254555435,,0.024273654312196778,0.017501811182079725,0.05018666653418536,0.02192712424903413,0.024350202977947634,,0.02918260475829314,0.024285892025838966,,0.019784860401997128,0.02192712424903413,0.022775987651965462,,,0.02367990366304358,,0.025477816492964298,,0.02349226632993425,,,0.02349226632993425,0.017394400530749737,0.07810619889364163,,0.024285892025838966,,0.02349226632993425,,0.02192712424903413,0.024273654312196778
2006-09-29,0.020272274304629793,0.022276525918397506,0.021675888251185115,0.021675888251185115,0.021675888251185115,,0.0226418893174838,0.021675888251185115,0.02117330167363156,0.022276525918397506,,,,0.0226418893174838,,0.023610863010806775,,0.02117330167363156,0.046796677269464314,0.022934364400646928,,0.07785950674430557,0.021675888251185115,0.022276525918397506,0.020272274304629793,,0.021675888251185115,0.022276525918397506,0.019730778090549454,0.022276525918397506,0.0226418893174838,,,,,0.022276525918397506,0.022934364400646928,,0.02117330167363156,0.019730778090549454,,0.0226418893174838,0.0226418893174838,0.02117330167363156,0.027172674556874086,0.021675888251185115,,0.02117330167363156,0.022646200492534595,,,0.021675888251185115,0.022276525918397506,,,0.021675888251185115,0.0226418893174838,0.021675888251185115,,,,0.019730778090549454,0.03817703228816571,0.02117330167363156,0.021675888251185115,0.022276525918397506,0.022276525918397506,,0.021675888251185115,0.022276525918397506,,0.03021566024963438,,0.022646200492534595,0.02117330167363156,0.07785950674430557,0.020272274304629793,0.023610863010806775,,0.0445527879496681,0.022934364400646928,,0.020272274304629793,0.021675888251185115,0.022276525918397506,,,0.022276525918397506,,0.023610863010806775,,0.022276525918397506,,,0.023610863010806775,0.020272274304629793,0.14207882494498547,,0.022934364400646928,,0.022934364400646928,,0.02117330167363156,0.02392500146722329
2006-10-31,0.02164844204832882,0.016738980692587457,0.021728991696935738,0.021728991696935738,0.02164844204832882,,0.023137201274523966,0.023137201274523966,0.023429779255744836,0.01936835192680298,,,,0.02445111112885288,,0.021568006347536382,,0.023137201274523966,0.03738754219372803,0.02530031766823332,,0.038118515605130174,0.023084329788005654,0.023137201274523966,0.021568006347536382,,0.02164844204832882,0.023429779255744836,0.02164844204832882,0.021728991696935738,0.037959700941281295,,,,,0.02164844204832882,0.023429779255744836,,0.02164844204832882,0.02164844204832882,,0.023137201274523966,0.02164844204832882,0.023137201274523966,0.02445111112885288,0.01936835192680298,,0.021728991696935738,0.023429779255744836,,,0.023084329788005654,0.023429779255744836,,,0.023084329788005654,0.02445111112885288,0.021728991696935738,,,,0.021568006347536382,0.021728991696935738,0.02164844204832882,0.02164844204832882,0.023429779255744836,0.021728991696935738,,0.021728991696935738,0.021728991696935738,,0.02445111112885288,0.023084329788005654,0.023429779255744836,0.02164844204832882,0.06895498233237239,0.02164844204832882,0.023429779255744836,,0.040135362245948325,0.021728991696935738,,0.01936835192680298,0.02164844204832882,0.023137201274523966,,,0.023429779255744836,,0.023429779255744836,,0.023429779255744836,,,0.023429779255744836,0.02164844204832882,0.03242063347060828,,0.023429779255744836,,0.02445111112885288,,0.023137201274523966,0.025016456677582975
2006-11-30,0.015105232077106873,0.016791768632005412,0.015455764652496276,0.015455764652496276,0.015182369266221093,0.015184891283210359,0.01627823634252547,0.016301691937863003,0.030475187179476837,0.018690497609610897,,,,0.020019000522038498,,0.020250283892504578,,0.01566967124001079,0.01815768142733378,0.018908392532356454,,0.0480089553961346,0.01687737080256585,0.01566967124001079,0.015105232077106873,,0.01566967124001079,0.017334497638112532,0.015455764652496276,0.014726438589016271,0.03920934577233466,,,,,0.015184891283210359,0.021629253109862568,,0.015108773301623234,0.014875071450806117,,0.017119482590271292,0.015105232077106873,0.015108773301623234,0.021629253109862568,0.015108773301623234,,0.015413104615401905,0.020468294817622294,,,0.016364105900986282,0.01566967124001079,,,0.016364105900986282,0.01687737080256585,0.015455764652496276,,,,0.013088668612854657,0.016707951079165766,0.01431951019660179,0.016791768632005412,0.016707951079165766,0.016791768632005412,,0.015727898615457776,0.016791768632005412,,0.020813435843238765,0.015108773301623234,0.021629253109862568,0.014875071450806117,0.040804469273302384,0.015108773301623234,0.016364105900986282,,0.020813435843238765,0.016364105900986282,,0.015108773301623234,0.015105232077106873,0.016301691937863003,,,0.01739547804720894,,0.020813435843238765,,0.016301691937863003,,,0.015455764652496276,0.015455764652496276,0.043992234141369095,,0.01803735676703415,,0.01936566462374744,,0.015455764652496276,0.023788684502325776
2006-12-29,0.012504041693386552,0.012815133512303682,0.012505012089489929,0.012504041693386552,0.012505012089489929,0.012505012089489929,0.012504041693386552,0.012504041693386552,0.012815133512303682,0.013199081114661908,,,,0.014209489434052574,,0.012544429168517819,,0.012504041693386552,0.012505012089489929,0.012504041693386552,,0.038761412482507994,0.012815133512303682,0.012504041693386552,0.012504041693386552,,0.012505012089489929,0.012544429168517819,0.012504041693386552,0.012277775067639154,0.025195778414811014,,,,,0.012504041693386552,0.014209489434052574,,0.012277775067639154,0.012505012089489929,,0.012505012089489929,0.012505012089489929,0.012277775067639154,0.014209489434052574,0.012277775067639154,,0.012504041693386552,0.014209489434052574,,,0.012504041693386552,0.012277775067639154,,,0.012277775067639154,0.012544429168517819,0.012277775067639154,,,,0.012277775067639154,0.012504041693386552,0.012815133512303682,0.012505012089489929,0.012504041693386552,0.012544429168517819,,0.012504041693386552,0.012504041693386552,,0.012815133512303682,0.012277775067639154,0.01855399823577363,0.012504041693386552,0.012815133512303682,0.012504041693386552,0.012505012089489929,,0.013199081114661908,0.012544429168517819,,0.012277775067639154,0.011188658617094624,0.012544429168517819,,,0.012544429168517819,,0.012815133512303682,,0.012544429168517819,,,0.012277775067639154,0.012504041693386552,0.014209489434052574,,0.012544429168517819,,0.012544429168517819,,0.012504041693386552,0.012544429168517819
2007-01-31,0.012375622008911142,0.012345405377084964,0.012921670235685842,0.012921670235685842,0.012375622008911142,0.012255508910644539,0.012921670235685842,0.03947164517116317,0.012921670235685842,0.012150663439603268,,,,0.01343706373920441,,0.01343706373920441,,0.012375622008911142,0.012345405377084964,0.012375622008911142,,0.05492078159380606,0.012255508910644539,0.012921670235685842,0.012921670235685842,,0.012375622008911142,0.012921670235685842,0.012375622008911142,0.012375622008911142,0.012921670235685842,,,,,0.012345405377084964,0.01343706373920441,,0.012345405377084964,0.012345405377084964,,0.01353792730030431,0.012150663439603268,0.012150663439603268,0.01343706373920441,0.012345405377084964,,0.012921670235685842,0.021078346478848424,,,0.012375622008911142,0.012375622008911142,,,0.012375622008911142,0.012375622008911142,0.012345405377084964,,,0.012255508910644539,0.012255508910644539,0.01343706373920441,0.012345405377084964,0.012345405377084964,0.01343706373920441,0.012345405377084964,,0.012921670235685842,0.012921670235685842,,0.01343706373920441,0.012375622008911142,0.01353792730030431,0.012921670235685842,0.0364305792919852,0.012921670235685842,0.012921670235685842,,0.01353792730030431,0.012921670235685842,,0.012375622008911142,0.012375622008911142,0.01343706373920441,,,0.012921670235685842,,0.01353792730030431,,0.012921670235685842,,,0.012375622008911142,0.012921670235685842,0.021181145380728284,,0.012255508910644539,,0.012375622008911142,,0.012921670235685842,0.01353792730030431
2007-02-28,0.014063019126732018,0.013860030386430706,0.013761578662595808,0.013015786671509912,0.0137839696565939,0.012841565443078358,0.014063019126732018,0.056609228035849855,0.013860030386430706,0.013015786671509912,,,,0.011588337241932324,,0.012242981779257695,,0.013860030386430706,0.012242981779257695,0.013860030386430706,,0.013860030386430706,0.01156625274843777,0.013015786671509912,0.0137839696565939,0.012841565443078358,0.013860030386430706,0.0137839696565939,0.012125412102677266,0.013761578662595808,0.013860030386430706,,,,,0.0137839696565939,0.014331645552157294,,0.013015786671509912,0.011683561566372472,,0.014063019126732018,0.013860030386430706,0.0137839696565939,0.013860030386430706,0.012841565443078358,,0.013860030386430706,0.0137839696565939,,,0.013860030386430706,0.013761578662595808,,,0.012841565443078358,0.013860030386430706,0.013015786671509912,,,0.012841565443078358,0.013761578662595808,0.014063019126732018,0.013761578662595808,0.013761578662595808,0.013860030386430706,0.012841565443078358,,0.013761578662595808,0.014063019126732018,,0.013860030386430706,0.012841565443078358,0.014173499397236899,0.013860030386430706,0.014854028024131632,0.013761578662595808,0.0137839696565939,,0.013860030386430706,0.013761578662595808,,0.013761578662595808,0.014063019126732018,0.012242981779257695,,,0.013860030386430706,,0.014063019126732018,,0.0137839696565939,,,0.0137839696565939,0.014173499397236899,0.014173499397236899,,0.014173499397236899,,0.0137839696565939,,0.013015786671509912,0.014173499397236899
2007-03-30,0.012643137637536833,0.012289819591857301,0.01039068345394206,0.011951088300242331,0.012289819591857301,0.01039068345394206,0.012289819591857301,0.05631350473345029,0.011346992639729983,0.011951088300242331,,,,0.012289819591857301,,0.012643137637536833,,0.012289819591857301,0.011503574647784634,0.012289819591857301,,0.01234535975600621,0.011951088300242331,0.011951088300242331,0.012289819591857301,0.01234535975600621,0.012901231858788583,0.01234535975600621,0.011951088300242331,0.011346992639729983,0.012643137637536833,,,,,0.012901231858788583,0.01234535975600621,,0.012289819591857301,0.011951088300242331,,0.012643137637536833,0.011951088300242331,0.012643137637536833,0.012901231858788583,0.01234535975600621,,0.012289819591857301,0.012643137637536833,0.012289819591857301,,0.012289819591857301,0.01234535975600621,,,0.012643137637536833,0.01234535975600621,0.012643137637536833,,,0.011951088300242331,0.012289819591857301,0.012643137637536833,0.012289819591857301,0.012643137637536833,0.01234535975600621,0.012643137637536833,,0.011951088300242331,0.012643137637536833,,0.01234535975600621,0.012289819591857301,0.01234535975600621,0.012643137637536833,0.012643137637536833,0.012289819591857301,0.011951088300242331,,0.012643137637536833,0.012289819591857301,,0.01039068345394206,0.012643137637536833,0.011951088300242331,,,0.012289819591857301,,0.012643137637536833,,0.01234535975600621,,,0.012643137637536833,0.012901231858788583,0.01234535975600621,,0.012643137637536833,,0.012643137637536833,,0.01039068345394206,0.01234535975600621
